ID,Paper,Year,Publisher,Link,UML,UML_Image,Stage,Human Roles,AI Roles,Controls,Human modality,AI modality,Efficiency,Reliability,Interuption,Persistence,Expressive,Interpretability,Target user,Explanation
14,FlowSense: A Natural Language Interface for Visual Data Exploration within a Dataflow System,2020,TVCG,https://ieeexplore.ieee.org/document/8807265/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Issue [query]

    note over H,A: Data Preparation
    A ->> H: Show [parse]
    alt Ambiguity
        A ->> H: Suggest [options]
        H ->> A: Confirm [choice]
    end

    note over H,A: Visualization
    A ->> A: Update [diagram]
    A ->> H: Render [view]

    note over H,A: Insight Synthesis
    opt Correction
        H ->> A: Adjust [command]
        A ->> H: Revise [diagram]
    end",,Insight Synthesis,Refiner,Refiner,Repetitive,Text,Vis,Medium,High,Low,One-shot,High,High,general user,"The user corrects commands, the system updates charts, combining text instructions with visualization."
15,Semantic Concept Spaces: Guided Topic Model Refinement using Word-Embedding Projections,2020,TVCG,https://doi.org/10.1109/TVCG.2019.2934654,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    A ->> H: Present [concepts]

    note over H,A: Insight Synthesis
    H ->> A: Diagnose [conflict]
    A ->> H: Suggest [action]
    H ->> A: Refine [relations]
    A ->> H: Update [topics]
    H ->> A: Adjust [concepts]
    A ->> H: Show [results]",,Visualization,,Presenter,Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,domain expert,The system presents semantic spaces and conceptual regions.
15,Semantic Concept Spaces: Guided Topic Model Refinement using Word-Embedding Projections,2020,TVCG,https://doi.org/10.1109/TVCG.2019.2934654,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    A ->> H: Present [concepts]

    note over H,A: Insight Synthesis
    H ->> A: Diagnose [conflict]
    A ->> H: Suggest [action]
    H ->> A: Refine [relations]
    A ->> H: Update [topics]
    H ->> A: Adjust [concepts]
    A ->> H: Show [results]",,Insight Synthesis,Refiner,"Recommender, Refiner",Repetitive,Vis,Text,Medium,High,Low,One-shot,High,High,domain expert,"The user diagnoses conflicts and adjusts concept relations, the AI provides suggestions and updates the model."
16,Towards Visual Explainable Active Learning for Zero-Shot Classification,2021,TVCG,https://arxiv.org/abs/2108.06730,"sequenceDiagram 
   note over H,A: goal setting 
   A ->> H: Ask [question] 
   A ->> H: Explain [status] 

   note over H,A: insight synthesis 
   A ->> H: Recommend [labels] 
   H ->> A: Respond [feedback] 
   A ->> A: Update [model]",,Goal Setting,,Specifier,Sequential,Text,Text,Medium,Medium,Medium,Continuous,High,Low,domain expert,"The AI asks questions and explains system state to help set goals, using text questions and explanations."
16,Towards Visual Explainable Active Learning for Zero-Shot Classification,2021,TVCG,https://arxiv.org/abs/2108.06730,"sequenceDiagram 
   note over H,A: goal setting 
   A ->> H: Ask [question] 
   A ->> H: Explain [status] 

   note over H,A: insight synthesis 
   A ->> H: Recommend [labels] 
   H ->> A: Respond [feedback] 
   A ->> A: Update [model]",,Insight Synthesis,Refiner,"Recommender, Refiner",Repetitive,Text,Text Vis,Medium,High,Low,One-shot,High,High,domain expert,"The AI recommends labels (text), people provide feedback and modifications."
17,Geono-Cluster: Interactive Visual Cluster Analysis for Biologists,2021,TVCG,https://ieeexplore.ieee.org/document/9128014/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]

    note over H,A: Visualization
    A ->> H: Show [layout]
    H ->> A: Demonstrate [action]
    A ->> H: Recommend [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Select [option]
    A ->> H: Update [view]
    opt Exploration
        H ->> A: Adjust [features]
        A ->> H: Revise [recommendation]
    end
    opt Subcluster
        H ->> A: Request [subcluster]
        A ->> H: Generate [panel]
    end
    opt MergeSplit
        H ->> A: Drag [cluster]
        A ->> H: Recompute [layout]
    end",,Data Preparation,Executor,,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,domain expert,The person inputs biological datasets.
17,Geono-Cluster: Interactive Visual Cluster Analysis for Biologists,2021,TVCG,https://ieeexplore.ieee.org/document/9128014/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]

    note over H,A: Visualization
    A ->> H: Show [layout]
    H ->> A: Demonstrate [action]
    A ->> H: Recommend [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Select [option]
    A ->> H: Update [view]
    opt Exploration
        H ->> A: Adjust [features]
        A ->> H: Revise [recommendation]
    end
    opt Subcluster
        H ->> A: Request [subcluster]
        A ->> H: Generate [panel]
    end
    opt MergeSplit
        H ->> A: Drag [cluster]
        A ->> H: Recompute [layout]
    end",,Visualization,,"Presenter, Recommender",Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,domain expert,The system displays cluster layouts and recommends clusters through visualization.
17,Geono-Cluster: Interactive Visual Cluster Analysis for Biologists,2021,TVCG,https://ieeexplore.ieee.org/document/9128014/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]

    note over H,A: Visualization
    A ->> H: Show [layout]
    H ->> A: Demonstrate [action]
    A ->> H: Recommend [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Select [option]
    A ->> H: Update [view]
    opt Exploration
        H ->> A: Adjust [features]
        A ->> H: Revise [recommendation]
    end
    opt Subcluster
        H ->> A: Request [subcluster]
        A ->> H: Generate [panel]
    end
    opt MergeSplit
        H ->> A: Drag [cluster]
        A ->> H: Recompute [layout]
    end",,Insight Synthesis,"Refiner, Selector","Producer, Refiner",Repetitive,Vis Widget,,Medium,High,Low,One-shot,High,High,domain expert,"The user selects or adjusts clusters, the system updates layouts and provides recommendations."
18,Integrated Dual Analysis of Quantitative and Qualitative High-Dimensional Data,2021,TVCG,https://ieeexplore.ieee.org/document/9346003/,"sequenceDiagram
    participant H as Human
    participant A as AI

   note over H,A: Visualization
    A ->> H: Compute [overview]
    H ->> A: Select [subset]
    A ->> H: Update [statistics]
    H ->> A: Explore [dimensions]
    A ->> H: Highlight [deviation]

    note over H,A: Insight Synthesis
    opt Missingness
        A ->> H: Encode [transparency]
        H ->> A: Filter [values]
    end
    opt Hypothesis
        H ->> A: Form [hypothesis]
        A ->> H: Show [correlation]
    end",,Visualization,Explorer,Updater,Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,domain expert,The system generates statistical overviews and highlights deviations through visualization.
18,Integrated Dual Analysis of Quantitative and Qualitative High-Dimensional Data,2021,TVCG,https://ieeexplore.ieee.org/document/9346003/,"sequenceDiagram
    participant H as Human
    participant A as AI

   note over H,A: Visualization
    A ->> H: Compute [overview]
    H ->> A: Select [subset]
    A ->> H: Update [statistics]
    H ->> A: Explore [dimensions]
    A ->> H: Highlight [deviation]

    note over H,A: Insight Synthesis
    opt Missingness
        A ->> H: Encode [transparency]
        H ->> A: Filter [values]
    end
    opt Hypothesis
        H ->> A: Form [hypothesis]
        A ->> H: Show [correlation]
    end",,Insight Synthesis,Selector,,Repetitive,Text,Vis,Medium,High,Low,One-shot,High,High,domain expert,"The user proposes hypotheses and filters values, the AI visualizes missingness or shows correlations."
19,DimLift: Interactive Hierarchical Data Exploration Through Dimensional Bundling,2021,TVCG,https://ieeexplore.ieee.org/document/9349198/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    A ->> H: Generate [bundles]
    H ->> A: Explore [view]
    A ->> H: Show [feedback]

    note over H,A: Insight Synthesis
    opt Structural
        H ->> A: Modify [bundle]
        A ->> H: Update [layout]
    end
    opt View
        H ->> A: Drilldown [axis]
        A ->> H: Display [detail]
    end
    opt Missingness
        A ->> H: Encode [glyphs]
        H ->> A: Filter [subset]
    end
    H ->> A: Form [hypothesis]
    A ->> H: Support [evidence]",,Visualization,Explorer,"Generator, Presenter",Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,domain expert,"The system generates dimension bundles and presents them, the user explores views."
19,DimLift: Interactive Hierarchical Data Exploration Through Dimensional Bundling,2021,TVCG,https://ieeexplore.ieee.org/document/9349198/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    A ->> H: Generate [bundles]
    H ->> A: Explore [view]
    A ->> H: Show [feedback]

    note over H,A: Insight Synthesis
    opt Structural
        H ->> A: Modify [bundle]
        A ->> H: Update [layout]
    end
    opt View
        H ->> A: Drilldown [axis]
        A ->> H: Display [detail]
    end
    opt Missingness
        A ->> H: Encode [glyphs]
        H ->> A: Filter [subset]
    end
    H ->> A: Form [hypothesis]
    A ->> H: Support [evidence]",,Insight Synthesis,"Refiner, Selector","Producer, Recommender, Refiner",Repetitive,Vis,,Medium,High,Low,One-shot,High,High,domain expert,"The user modifies bundles or drills down, the AI updates layouts and shows evidence."
20,Integrating Prior Knowledge in Mixed-Initiative Social Network Clustering,2021,TVCG,https://doi.org/10.1109/TVCG.2020.3030347,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Provide [goal]

    note over H,A: Data Preparation
    A ->> H: Run [task]
    A ->> H: Rank [table]
    H ->> A: Select [task]

    note over H,A: Visualization
    A ->> H: Show [vis]

    note over H,A: Insight Synthesis
    alt Expand clusters
        A ->> H: Suggest [insight]
        H ->> A: Accept [goal]
    else Extra clusters
        A ->> H: Suggest [insight]
        H ->> A: Reject [goal]
    end",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user provides clustering goals or prior knowledge.
20,Integrating Prior Knowledge in Mixed-Initiative Social Network Clustering,2021,TVCG,https://doi.org/10.1109/TVCG.2020.3030347,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Provide [goal]

    note over H,A: Data Preparation
    A ->> H: Run [task]
    A ->> H: Rank [table]
    H ->> A: Select [task]

    note over H,A: Visualization
    A ->> H: Show [vis]

    note over H,A: Insight Synthesis
    alt Expand clusters
        A ->> H: Suggest [insight]
        H ->> A: Accept [goal]
    else Extra clusters
        A ->> H: Suggest [insight]
        H ->> A: Reject [goal]
    end",,Data Preparation,,"Analyzer, Executor",Sequential,,Vis Text,High,Medium,Low,One-shot,Medium,Medium,domain expert,The system runs clustering algorithms and ranks results in tables and text.
20,Integrating Prior Knowledge in Mixed-Initiative Social Network Clustering,2021,TVCG,https://doi.org/10.1109/TVCG.2020.3030347,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Provide [goal]

    note over H,A: Data Preparation
    A ->> H: Run [task]
    A ->> H: Rank [table]
    H ->> A: Select [task]

    note over H,A: Visualization
    A ->> H: Show [vis]

    note over H,A: Insight Synthesis
    alt Expand clusters
        A ->> H: Suggest [insight]
        H ->> A: Accept [goal]
    else Extra clusters
        A ->> H: Suggest [insight]
        H ->> A: Reject [goal]
    end",,Visualization,,Presenter,Sequential,,Vis,Medium,Medium,High,One-shot,Low,High,domain expert,The system presents clustering results.
20,Integrating Prior Knowledge in Mixed-Initiative Social Network Clustering,2021,TVCG,https://doi.org/10.1109/TVCG.2020.3030347,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Provide [goal]

    note over H,A: Data Preparation
    A ->> H: Run [task]
    A ->> H: Rank [table]
    H ->> A: Select [task]

    note over H,A: Visualization
    A ->> H: Show [vis]

    note over H,A: Insight Synthesis
    alt Expand clusters
        A ->> H: Suggest [insight]
        H ->> A: Accept [goal]
    else Extra clusters
        A ->> H: Suggest [insight]
        H ->> A: Reject [goal]
    end",,Insight Synthesis,Evaluator,Recommender,Decision,,Text Vis,Medium,High,Low,Continuous,High,High,domain expert,"The system recommends extended clusters, the user accepts or rejects, combining text and visualization."
21,Interweaving Multimodal Interaction With Flexible Unit Visualizations for Data Exploration,2021,TVCG,https://ieeexplore.ieee.org/document/9023002/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Direct manipulation
        H ->> A: Manipulate [view]
    and Natural language
        H ->> A: Speak [command]
    end

    note over H,A: Data Preparation
    A ->> H: Interpret [input]

    note over H,A: Visualization
    A ->> H: Update [visualization]

    note over H,A: Insight Synthesis
    opt Customize
        H ->> A: Reorganize [marks]
        A ->> H: Reflect [layout]
    end",,Goal Setting,"Demonstrator, Specifier",,Parallel,Speech Widget Sketch Vis,,Medium,Medium,Low,One-shot,High,Low,general user,"The user manipulates views or commands directly via speech, pen, or touch."
21,Interweaving Multimodal Interaction With Flexible Unit Visualizations for Data Exploration,2021,TVCG,https://ieeexplore.ieee.org/document/9023002/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Direct manipulation
        H ->> A: Manipulate [view]
    and Natural language
        H ->> A: Speak [command]
    end

    note over H,A: Data Preparation
    A ->> H: Interpret [input]

    note over H,A: Visualization
    A ->> H: Update [visualization]

    note over H,A: Insight Synthesis
    opt Customize
        H ->> A: Reorganize [marks]
        A ->> H: Reflect [layout]
    end",,Data Preparation,,Interpreter,Sequential,,Text Widget,High,Medium,Low,One-shot,Medium,Medium,general user,The system interprets multimodal input.
21,Interweaving Multimodal Interaction With Flexible Unit Visualizations for Data Exploration,2021,TVCG,https://ieeexplore.ieee.org/document/9023002/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Direct manipulation
        H ->> A: Manipulate [view]
    and Natural language
        H ->> A: Speak [command]
    end

    note over H,A: Data Preparation
    A ->> H: Interpret [input]

    note over H,A: Visualization
    A ->> H: Update [visualization]

    note over H,A: Insight Synthesis
    opt Customize
        H ->> A: Reorganize [marks]
        A ->> H: Reflect [layout]
    end",,Visualization,,Updater,Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,general user,The system updates flexible cell visualizations.
21,Interweaving Multimodal Interaction With Flexible Unit Visualizations for Data Exploration,2021,TVCG,https://ieeexplore.ieee.org/document/9023002/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par Direct manipulation
        H ->> A: Manipulate [view]
    and Natural language
        H ->> A: Speak [command]
    end

    note over H,A: Data Preparation
    A ->> H: Interpret [input]

    note over H,A: Visualization
    A ->> H: Update [visualization]

    note over H,A: Insight Synthesis
    opt Customize
        H ->> A: Reorganize [marks]
        A ->> H: Reflect [layout]
    end",,Insight Synthesis,Producer,,Repetitive,Vis,,Medium,High,Low,One-shot,High,High,general user,"The user customizes markers, the system updates layouts."
22,Snowy: Recommending Utterances for Conversational Visual Analysis,2021,UIST,https://doi.org/10.1145/3472749.3474792,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Ask [utterance]

    note over H,A: Visualization
    A ->> H: Show [visualization]

    note over H,A: Insight Synthesis
    opt Cold start
        A ->> H: Suggest [utterance]
    end
    opt Follow-up
        A ->> H: Suggest [utterance]
        H ->> A: Select [utterance]
        A ->> H: Update [visualization]
    end
    opt Deictic
        H ->> A: Select [marks]
        A ->> H: Suggest [utterance]
    end",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,novice/general,The user poses questions via natural language utterance.
22,Snowy: Recommending Utterances for Conversational Visual Analysis,2021,UIST,https://doi.org/10.1145/3472749.3474792,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Ask [utterance]

    note over H,A: Visualization
    A ->> H: Show [visualization]

    note over H,A: Insight Synthesis
    opt Cold start
        A ->> H: Suggest [utterance]
    end
    opt Follow-up
        A ->> H: Suggest [utterance]
        H ->> A: Select [utterance]
        A ->> H: Update [visualization]
    end
    opt Deictic
        H ->> A: Select [marks]
        A ->> H: Suggest [utterance]
    end",,Visualization,,Presenter,Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,novice/general,The AI presents visualization results.
22,Snowy: Recommending Utterances for Conversational Visual Analysis,2021,UIST,https://doi.org/10.1145/3472749.3474792,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Ask [utterance]

    note over H,A: Visualization
    A ->> H: Show [visualization]

    note over H,A: Insight Synthesis
    opt Cold start
        A ->> H: Suggest [utterance]
    end
    opt Follow-up
        A ->> H: Suggest [utterance]
        H ->> A: Select [utterance]
        A ->> H: Update [visualization]
    end
    opt Deictic
        H ->> A: Select [marks]
        A ->> H: Suggest [utterance]
    end",,Insight Synthesis,Selector,"Recommender, Refiner",Repetitive,Widget,Text Vis,Medium,High,Medium,Continuous,High,High,novice/general,"The AI recommends further utterances, the user selects or chooses based on visualization."
23,Learning Contextualized User Preferences for Co-Adaptive Guidance in Mixed-Initiative Topic Model Refinement,2021,CGF,https://onlinelibrary.wiley.com/doi/10.1111/cgf.14301,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    A ->> H: Suggest [refinement operation, preview, justification]

    note over H,A: Insight Synthesis
    alt Accept suggestion
        H ->> A: Provide [positive feedback]
        A ->> A: Learn [preference rule]
    else Reject suggestion
        H ->> A: Provide [negative feedback]
        A ->> A: Adjust [when to guide]
    end
    H ->> H: Update [topic model understanding]",,Visualization,,Recommender,Repetitive,,Vis Text,Medium,Medium,High,One-shot,Low,High,domain expert,The AI suggests model improvement operations and presents previews.
23,Learning Contextualized User Preferences for Co-Adaptive Guidance in Mixed-Initiative Topic Model Refinement,2021,CGF,https://onlinelibrary.wiley.com/doi/10.1111/cgf.14301,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    A ->> H: Suggest [refinement operation, preview, justification]

    note over H,A: Insight Synthesis
    alt Accept suggestion
        H ->> A: Provide [positive feedback]
        A ->> A: Learn [preference rule]
    else Reject suggestion
        H ->> A: Provide [negative feedback]
        A ->> A: Adjust [when to guide]
    end
    H ->> H: Update [topic model understanding]",,Insight Synthesis,"Refiner, Selector",Refiner,Decision,Text,,Medium,High,Low,Continuous,High,High,domain expert,"The user accepts or rejects, the AI learns preference rules."
24,Lumos: Increasing Awareness of Analytic Behavior during Visual Data Analysis,2022,TVCG,https://ieeexplore.ieee.org/document/9552196/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
        H ->> A: Explore [data]
    and System monitoring
        note over H,A: Visualization
        A ->> A: Capture [trace]
        A ->> H: Provide [feedback]
    end

    note over H,A: Insight Synthesis
    H ->> A: Reflect [behavior]
    A ->> H: Compare [distribution]
    H ->> A: Adjust [analysis]",,Goal Setting,Demonstrator,,Parallel,Vis,,Medium,Medium,Low,Continuous,High,Low,general user,"The user freely explores data, mainly via visualization interfaces."
24,Lumos: Increasing Awareness of Analytic Behavior during Visual Data Analysis,2022,TVCG,https://ieeexplore.ieee.org/document/9552196/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
        H ->> A: Explore [data]
    and System monitoring
        note over H,A: Visualization
        A ->> A: Capture [trace]
        A ->> H: Provide [feedback]
    end

    note over H,A: Insight Synthesis
    H ->> A: Reflect [behavior]
    A ->> H: Compare [distribution]
    H ->> A: Adjust [analysis]",,Visualization,,Updater,Parallel,,Vis,Medium,Medium,Medium,Continuous,Low,High,general user,The system captures trajectories and provides feedback with in-situ and ex-situ visualizations.
24,Lumos: Increasing Awareness of Analytic Behavior during Visual Data Analysis,2022,TVCG,https://ieeexplore.ieee.org/document/9552196/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
        H ->> A: Explore [data]
    and System monitoring
        note over H,A: Visualization
        A ->> A: Capture [trace]
        A ->> H: Provide [feedback]
    end

    note over H,A: Insight Synthesis
    H ->> A: Reflect [behavior]
    A ->> H: Compare [distribution]
    H ->> A: Adjust [analysis]",,Insight Synthesis,Refiner,,Repetitive,Vis,,Medium,High,Low,One-shot,High,High,general user,"The user reflects on analytic behavior, the system compares with baseline distributions and visualizes differences."
25,Erato: Cooperative Data Story Editing via Fact Interpolation,2022,TVCG,http://arxiv.org/abs/2209.02529,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [dataset]

    note over H,A: Visualization
    A ->> H: Recommend [facts]
    H ->> A: Select [keyframes]
    A ->> H: Interpolate [candidates]

    note over H,A: Insight Synthesis
    H ->> A: Edit [facts]
    A ->> H: Update [story]
    opt Refinement
        H ->> A: Adjust [keyframe]
        A ->> H: Revise [candidates]
    end
    A ->> H: Render [story]",,Data Preparation,Executor,,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,general user,The user provides a dataset as input.
25,Erato: Cooperative Data Story Editing via Fact Interpolation,2022,TVCG,http://arxiv.org/abs/2209.02529,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [dataset]

    note over H,A: Visualization
    A ->> H: Recommend [facts]
    H ->> A: Select [keyframes]
    A ->> H: Interpolate [candidates]

    note over H,A: Insight Synthesis
    H ->> A: Edit [facts]
    A ->> H: Update [story]
    opt Refinement
        H ->> A: Adjust [keyframe]
        A ->> H: Revise [candidates]
    end
    A ->> H: Render [story]",,Visualization,,"Generator, Recommender",Sequential,,Vis,Medium,Medium,Medium,Continuous,Low,High,general user,"The AI recommends facts and interpolates keyframes, visualizing candidates."
25,Erato: Cooperative Data Story Editing via Fact Interpolation,2022,TVCG,http://arxiv.org/abs/2209.02529,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [dataset]

    note over H,A: Visualization
    A ->> H: Recommend [facts]
    H ->> A: Select [keyframes]
    A ->> H: Interpolate [candidates]

    note over H,A: Insight Synthesis
    H ->> A: Edit [facts]
    A ->> H: Update [story]
    opt Refinement
        H ->> A: Adjust [keyframe]
        A ->> H: Revise [candidates]
    end
    A ->> H: Render [story]",,Insight Synthesis,Refiner,Refiner,Repetitive,Vis Text,,Medium,High,Low,One-shot,High,High,general user,"The user edits story facts, the system updates and renders stories, combining text and visualization."
26,Tisane: Authoring Statistical Models via Formal Reasoning from Conceptual and Data Relationships,2022,CHI,https://doi.org/10.1145/3491102.3501888,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [design]

    note over H,A: Data Preparation
    A ->> A: Compile [graph]
    A ->> H: Ask [question]
    H ->> A: Provide [answer]

    note over H,A: Insight Synthesis
    A ->> A: Infer [model]
    A ->> H: Output [code]",,Goal Setting,Specifier,,Sequential,Code,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user specifies a research design language.
26,Tisane: Authoring Statistical Models via Formal Reasoning from Conceptual and Data Relationships,2022,CHI,https://doi.org/10.1145/3491102.3501888,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [design]

    note over H,A: Data Preparation
    A ->> A: Compile [graph]
    A ->> H: Ask [question]
    H ->> A: Provide [answer]

    note over H,A: Insight Synthesis
    A ->> A: Infer [model]
    A ->> H: Output [code]",,Data Preparation,Executor,Interpreter,Sequential,Text,Code,High,Medium,Low,One-shot,Medium,Medium,domain expert,"The system compiles graphs and raises questions, the user answers."
26,Tisane: Authoring Statistical Models via Formal Reasoning from Conceptual and Data Relationships,2022,CHI,https://doi.org/10.1145/3491102.3501888,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [design]

    note over H,A: Data Preparation
    A ->> A: Compile [graph]
    A ->> H: Ask [question]
    H ->> A: Provide [answer]

    note over H,A: Insight Synthesis
    A ->> A: Infer [model]
    A ->> H: Output [code]",,Insight Synthesis,,"Producer, Recommender",Sequential,,Code,Medium,High,Low,One-shot,High,High,domain expert,The system infers statistical models and outputs code.
27,VitaLITy: Promoting Serendipitous Discovery of Academic Literature,2022,TVCG,https://arxiv.org/abs/2108.03366,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Input [query]

    note over H,A: Data Preparation
    A ->> H: Generate [embedding]

    note over H,A: Visualization
    A ->> H: Recommend [papers]

    note over H,A: Insight Synthesis
    H ->> A: Filter [results]
    H ->> A: Save [papers]
    A ->> H: Export [collection]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,domain expert,The user inputs queries or summaries.
27,VitaLITy: Promoting Serendipitous Discovery of Academic Literature,2022,TVCG,https://arxiv.org/abs/2108.03366,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Input [query]

    note over H,A: Data Preparation
    A ->> H: Generate [embedding]

    note over H,A: Visualization
    A ->> H: Recommend [papers]

    note over H,A: Insight Synthesis
    H ->> A: Filter [results]
    H ->> A: Save [papers]
    A ->> H: Export [collection]",,Data Preparation,,Analyzer,Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,domain expert,The system generates embeddings.
27,VitaLITy: Promoting Serendipitous Discovery of Academic Literature,2022,TVCG,https://arxiv.org/abs/2108.03366,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Input [query]

    note over H,A: Data Preparation
    A ->> H: Generate [embedding]

    note over H,A: Visualization
    A ->> H: Recommend [papers]

    note over H,A: Insight Synthesis
    H ->> A: Filter [results]
    H ->> A: Save [papers]
    A ->> H: Export [collection]",,Visualization,,Recommender,Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The system recommends literature and visualizes scatterplots.
27,VitaLITy: Promoting Serendipitous Discovery of Academic Literature,2022,TVCG,https://arxiv.org/abs/2108.03366,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Input [query]

    note over H,A: Data Preparation
    A ->> H: Generate [embedding]

    note over H,A: Visualization
    A ->> H: Recommend [papers]

    note over H,A: Insight Synthesis
    H ->> A: Filter [results]
    H ->> A: Save [papers]
    A ->> H: Export [collection]",,Insight Synthesis,Selector,Producer,Sequential,Vis Widget,,Medium,High,Low,One-shot,High,High,domain expert,"The user filters and saves results, the system exports collections."
28,Scholastic: Graphical Human-AI Collaborationfor Inductive and Interpretive Text Analysis,2022,UIST,https://dl.acm.org/doi/pdf/10.1145/3526113.3545681,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Sample [documents]
    H ->> A: Apply [codes]

    note over H,A: Data Preparation
    A ->> H: Generate [clusters]
    H ->> A: Refine [categories]

    note over H,A: Visualization
    A ->> H: Visualize [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Interpret [themes]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Medium,Continuous,High,Low,domain expert,"The user samples documents and applies codes, with goals implied in research questions."
28,Scholastic: Graphical Human-AI Collaborationfor Inductive and Interpretive Text Analysis,2022,UIST,https://dl.acm.org/doi/pdf/10.1145/3526113.3545681,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Sample [documents]
    H ->> A: Apply [codes]

    note over H,A: Data Preparation
    A ->> H: Generate [clusters]
    H ->> A: Refine [categories]

    note over H,A: Visualization
    A ->> H: Visualize [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Interpret [themes]",,Data Preparation,,Executor,Repetitive,Text,Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,"The AI generates clusters, the user refines categories, combining text and visualization."
